brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,HP,engine_size,n_cylinders
Toyota,Mirai Base,2016,40000.0,not supported,151.0HP Electric Motor Hydrogen Fuel,Automatic,Silver,Black,,Yes,9500.0,151.0,,
Ford,Explorer Sport Trac XLT,2007,228000.0,Gasoline,292.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,3850.0,292.0,4.6,8.0
Gmc,Sierra 1500 SLE1 Extended Cab,2008,187000.0,,–,Automatic,Red,Gray,At least 1 accident or damage reported,Yes,6100.0,,,
Mercedes-Benz,C-Class C 300 Luxury,2015,102000.0,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,,Yes,17000.0,241.0,2.0,4.0
Cadillac,SRX Standard,2016,48000.0,Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,24995.0,308.0,3.6,6.0
Chrysler,Town & Country Touring-L,2012,163500.0,E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,Automatic,Gray,Beige,,Yes,5949.0,283.0,3.6,6.0
Porsche,911 Carrera,2023,1500.0,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,,Yes,149000.0,379.0,3.0,6.0
Porsche,718 Cayman GT4,2021,2100.0,Gasoline,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Yellow,Black,,,136900.0,414.0,4.0,6.0
Ford,F-350 Lariat,2018,66281.0,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Dual Clutch,Gray,Black,,Yes,63500.0,450.0,6.7,8.0
Ford,Mustang Mach-E Select,2021,18000.0,,266.0HP Electric Motor Electric Fuel System,Automatic,Blue,Black,,Yes,39499.0,266.0,,
Ford,F-150 XL,2014,27300.0,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,,Yes,21500.0,365.0,3.5,6.0
Mazda,CX-30 Base,2020,19319.0,Gasoline,2.5L I4 16V GDI DOHC,Automatic,Snowflake White Pearl,Black,At least 1 accident or damage reported,Yes,24899.0,,2.5,
Mercedes-Benz,AMG G AMG G 63 4MATIC,2016,32936.0,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Dual Clutch,White,Beige,At least 1 accident or damage reported,Yes,90000.0,563.0,5.5,8.0
Bmw,M4 Base,2017,30450.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Dual Clutch,White,Black,,Yes,52999.0,425.0,3.0,6.0
Jeep,Wrangler Sport,2017,38200.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,–,,Yes,29500.0,285.0,3.6,6.0
Jeep,Wrangler Sport,2020,26315.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Black Clearcoat,Black,,Yes,31871.0,,2.0,
Chevrolet,Silverado 1500 LS,2003,110000.0,Gasoline,270.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Automatic,Green,Beige,,Yes,8900.0,270.0,4.8,8.0
Mini,Hardtop Cooper,2014,19700.0,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,,Yes,13500.0,189.0,2.0,4.0
Honda,Element EX,2008,192000.0,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,11000.0,166.0,2.4,4.0
Porsche,911 Carrera 4S,2017,26000.0,Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Dual Clutch,Gray,Red,,Yes,116911.0,420.0,3.0,6.0
Subaru,Impreza Outback Sport Wagon,2008,98313.0,Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,,Yes,7495.0,170.0,2.5,4.0
Cadillac,XT5 Premium Luxury,2021,66500.0,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,,Yes,28500.0,310.0,3.6,6.0
Nissan,Kicks S,2022,19877.0,Gasoline,1.6L I4 16V MPFI DOHC,Automatic,Super Black,Charcoal,,,18999.0,,1.6,
Kia,Seltos S,2021,16100.0,Gasoline,146.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,,Yes,25500.0,146.0,2.0,4.0
Gmc,Yukon SLE,2016,83858.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,27633.0,355.0,5.3,8.0
Mercedes-Benz,GLE 350 Base 4MATIC,2020,24108.0,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,,Yes,56000.0,255.0,2.0,4.0
Ford,Explorer XLT,2020,42609.0,Gasoline,2.3L I4 16V GDI DOHC Turbo,Automatic,Magnetic Metallic,Ebony,At least 1 accident or damage reported,Yes,32107.0,,2.3,
Subaru,Impreza 2.0i Premium,2017,160000.0,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,7750.0,152.0,2.0,4.0
Infiniti,QX80 Base,2017,121525.0,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,28500.0,400.0,5.6,8.0
Kia,Telluride S,2023,6423.0,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,,Yes,42500.0,291.0,3.8,6.0
Pontiac,Solstice Base,2007,62310.0,Gasoline,177.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,,Yes,12900.0,177.0,2.4,4.0
Mazda,Mazda6 Carbon Edition,2021,21444.0,Gasoline,2.5L I4 16V,Automatic,Polymetal Gray Metallic,Red,,Yes,29995.0,,2.5,
Ford,Transit-350 Base,2015,112000.0,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,At least 1 accident or damage reported,Yes,29500.0,310.0,3.5,6.0
Hyundai,Genesis Coupe 3.8 Grand Touring,2013,60000.0,Gasoline,344.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,White,–,,Yes,16500.0,344.0,3.8,6.0
Dodge,Dart SE,2013,153250.0,Gasoline,160.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,,Yes,4399.0,160.0,1.4,4.0
Jeep,Wrangler Unlimited Sahara,2019,57000.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,,Yes,39900.0,285.0,3.6,6.0
Chevrolet,Tahoe LTZ,2011,140401.0,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,16000.0,320.0,5.3,8.0
Ford,F-150 Tremor,2023,5500.0,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,,Yes,70000.0,400.0,3.5,6.0
Chevrolet,Corvette Stingray w/2LT,2022,2010.0,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Dual Clutch,Gray,Brown,,Yes,89000.0,490.0,6.2,8.0
Tesla,Model 3 Long Range,2018,24360.0,,271.0HP Electric Motor Electric Fuel System,Automatic,Black,White,,Yes,31500.0,271.0,,
Audi,A4 2.0T Premium,2013,96800.0,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,11000.0,211.0,2.0,4.0
Cadillac,CTS Performance,2014,34988.0,Gasoline,318.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,,Yes,21500.0,318.0,3.6,6.0
Nissan,Frontier SV,2012,65750.0,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,15995.0,261.0,4.0,6.0
Chevrolet,Silverado 1500 LTZ,2019,56654.0,Gasoline,6.2L V8 16V GDI OHV,Automatic,Cajun Red Tintcoat,Jet Black,,Yes,43860.0,,6.2,8.0
Lincoln,MKT Base,2016,140200.0,Gasoline,303.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,,Yes,10500.0,303.0,3.7,6.0
Chevrolet,Cruze LT Automatic,2016,122971.0,Gasoline,1.4L I4 16V GDI DOHC Turbo,Automatic,Kinetic Blue,Jet Black,At least 1 accident or damage reported,Yes,12999.0,,1.4,
Nissan,Xterra S,2008,227010.0,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,,Yes,3850.0,261.0,4.0,6.0
Ford,F-150 Lariat SuperCrew,2004,271000.0,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,9500.0,300.0,5.4,8.0
Porsche,911 Turbo,2022,13800.0,Gasoline,572.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Red,,Yes,234000.0,572.0,3.8,6.0
Dodge,Ram 2500 Quad Cab,2001,171079.0,Diesel,245.0HP 5.9L Straight 6 Cylinder Engine Diesel Fuel,Automatic,Silver,Gray,,Yes,27500.0,245.0,5.9,6.0
Chevrolet,Colorado ZR2,2021,24915.0,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Satin Steel Metallic,Jet Black,,,44791.0,,3.6,6.0
Nissan,Kicks S,2022,15577.0,Gasoline,1.6L I4 16V MPFI DOHC,Automatic,Electric Blue Metallic,Charcoal,,,19599.0,,1.6,
Audi,S4 3.0T Premium Plus,2014,102370.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,,Yes,21373.0,333.0,3.0,6.0
Lamborghini,Gallardo LP570-4 Superleggera,2011,16000.0,Gasoline,562.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Dual Clutch,Yellow,Black,,Yes,229000.0,562.0,5.2,10.0
Mercedes-Benz,C-Class C 250 Luxury,2012,122000.0,Gasoline,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Automatic,White,White,,Yes,15000.0,201.0,1.8,4.0
Fiat,500X Trekking Plus,2016,48500.0,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Yellow,Brown,,Yes,15999.0,180.0,2.4,4.0
Ford,F-150 XLT,2018,53500.0,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Brown,Beige,At least 1 accident or damage reported,Yes,31500.0,325.0,2.7,6.0
Ford,F-250 XL Crew Cab Super Duty,2004,315000.0,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,Automatic,White,Gray,,Yes,9200.0,325.0,6.0,8.0
Ford,E350 Super Duty Base,2006,158000.0,Gasoline,305.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,At least 1 accident or damage reported,Yes,8500.0,305.0,6.8,10.0
Kia,Sorento SXL,2019,43850.0,Gasoline,290.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,30000.0,290.0,3.3,6.0
Mercedes-Benz,C-Class C 300 4MATIC Sport,2015,73500.0,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,,Yes,19000.0,241.0,2.0,4.0
Nissan,Altima 2.5 SL,2014,153350.0,Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,9000.0,182.0,2.5,4.0
Volkswagen,Tiguan 2.0T SEL Premium R-Line,2019,74000.0,Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Silver,,Yes,25500.0,184.0,2.0,4.0
Bmw,328 i xDrive,2013,52000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Dual Clutch,White,Beige,,Yes,17500.0,240.0,2.0,4.0
Audi,Q4 e-tron 50 Premium Plus,2022,250.0,,295.0HP Electric Motor Electric Fuel System,Automatic,Gray,Black,,Yes,52000.0,295.0,,
Nissan,Pathfinder S,2017,145000.0,Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,8500.0,284.0,3.5,6.0
Subaru,Ascent Touring 7-Passenger,2020,40971.0,Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Dual Clutch,Blue,Brown,,Yes,32500.0,260.0,2.4,4.0
Ford,E350 Super Duty XLT,2010,248000.0,E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,Automatic,Silver,Beige,At least 1 accident or damage reported,Yes,14000.0,255.0,5.4,8.0
Gmc,HUMMER EV Edition 1,2023,940.0,,Electric Motor Electric Fuel System,Automatic,White,Black,,,146000.0,,,
Bmw,M3 CS,2018,38000.0,Gasoline,453.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,,Yes,60500.0,453.0,3.0,6.0
Acura,TLX V6 Advance,2016,128000.0,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,,Yes,19500.0,290.0,3.5,6.0
Chevrolet,Silverado 1500 ZR2,2022,7455.0,Gasoline,6.2L V8 16V GDI OHV,Automatic,Glacier Blue Metallic,Jet Black,,,68990.0,,6.2,8.0
Jeep,Wrangler SE,1999,137790.0,Gasoline,120.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Manual,Red,–,,Yes,12000.0,120.0,2.5,4.0
Ford,Edge Sport,2016,92000.0,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,,Yes,19995.0,315.0,2.7,6.0
Porsche,911 Carrera Cabriolet,2001,21450.0,Gasoline,300.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Black,Black,,Yes,36000.0,300.0,3.4,6.0
Nissan,Murano SL,2021,43875.0,Gasoline,3.5L V6 24V MPFI DOHC,Automatic,Magnetic Black,Graphite,At least 1 accident or damage reported,,29725.0,,3.5,6.0
Pontiac,G8 GT,2009,81327.0,Gasoline,355.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Dual Clutch,Black,Black,,Yes,17500.0,355.0,6.0,8.0
Mercedes-Benz,E-Class E 350,2021,72836.0,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,,Yes,41000.0,255.0,2.0,4.0
Mclaren,720S Performance,2020,5072.0,Gasoline,4.0L V8 32V MPFI DOHC Twin Turbo,Automatic,Black,Red,,Yes,279950.0,,4.0,8.0
Jeep,Commander Sport,2007,161900.0,E85 Flex Fuel,235.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,4800.0,235.0,4.7,8.0
Audi,A5 45 S line Premium Plus,2022,24500.0,Hybrid,261.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,Dual Clutch,White,Black,,Yes,47000.0,261.0,2.0,4.0
Bmw,M550 i xDrive,2018,14993.0,Gasoline,456.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,,Yes,44900.0,456.0,4.4,8.0
Volkswagen,Jetta 1.4T R-Line,2019,96000.0,Gasoline,147.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Orange,White,At least 1 accident or damage reported,Yes,14980.0,147.0,1.4,4.0
Porsche,Taycan 4S,2022,7900.0,,482.0HP Electric Motor Electric Fuel System,Automatic,Red,–,,Yes,108000.0,482.0,,
Cadillac,CTS 2.0L Turbo Luxury,2019,35566.0,Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,26000.0,265.0,2.0,4.0
Lexus,IS-F Base,2008,113000.0,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,34000.0,416.0,5.0,8.0
Ford,Explorer XLT,2022,20678.0,Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,,Yes,46000.0,300.0,2.3,4.0
Porsche,911 Turbo Cabriolet,2008,10900.0,Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Black,Black,,Yes,129000.0,480.0,3.6,6.0
Buick,LaCrosse Leather,2012,19079.0,Hybrid,182.0HP 2.4L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Gold,Beige,,Yes,15995.0,182.0,2.4,4.0
Mazda,RX-8 Sport,2008,155500.0,Gasoline,212.0HP 1.3L Rotary engine Gasoline Fuel,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,6800.0,212.0,1.3,
Ford,Mustang GT Premium,2019,35500.0,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,,Yes,32300.0,460.0,5.0,8.0
Mazda,Mazda6 Touring,2021,52253.0,Gasoline,2.5L I4 16V GDI DOHC,Automatic,Snowflake White Pearl,Black,At least 1 accident or damage reported,Yes,25215.0,,2.5,
Ford,Ranger Edge SuperCab,2004,110000.0,Gasoline,148.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,At least 1 accident or damage reported,Yes,8500.0,148.0,3.0,6.0
Volkswagen,Golf GTI 2.0T SE w/Performance Package 4-Door,2016,59250.0,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Dual Clutch,Gray,Black,,Yes,18999.0,220.0,2.0,4.0
Ford,Thunderbird Deluxe,2004,39000.0,Gasoline,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,,,22000.0,280.0,3.9,8.0
Hummer,H2 Base,2008,155000.0,Gasoline,393.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Green,Black,At least 1 accident or damage reported,Yes,37000.0,393.0,6.2,8.0
Bmw,X5 sDrive35i,2017,39250.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,,Yes,28900.0,300.0,3.0,6.0
Bmw,X3 xDrive30i,2020,23647.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Black Sapphire Metallic,Canberra Beige,,Yes,37998.0,,2.0,
Hyundai,Accent GLS,2014,127941.0,Gasoline,138.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,,Yes,7500.0,138.0,1.6,4.0
Ram,1500 Big Horn,2014,124000.0,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,,Yes,24850.0,395.0,5.7,8.0
Ford,Bronco Heritage Edition Advanced,2023,1500.0,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Manual,Red,–,,Yes,60000.0,275.0,2.3,4.0
Mini,Countryman Cooper S ALL4,2014,70700.0,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,,Yes,15750.0,181.0,1.6,4.0
Cadillac,Escalade Premium,2013,113395.0,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Automatic,Beige,Beige,At least 1 accident or damage reported,Yes,18800.0,403.0,6.2,8.0
Mercedes-Benz,GLE 350 GLE 350,2022,18815.0,Gasoline,2.0 Liter Turbo,Automatic,Black,Black,,,61998.0,,2.0,
Toyota,4Runner Limited,2014,65000.0,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Red,,Yes,27999.0,270.0,4.0,6.0
Audi,A8 L 55,2019,23350.0,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Dual Clutch,Black,Brown,,Yes,48000.0,335.0,3.0,6.0
Lexus,ES 350 Base,2019,39000.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Dual Clutch,Black,Red,At least 1 accident or damage reported,Yes,34000.0,302.0,3.5,6.0
Toyota,4Runner Limited Nightshade,2019,48842.0,Gasoline,4.0L V6 24V MPFI DOHC,Automatic,White,–,At least 1 accident or damage reported,Yes,39857.0,,4.0,6.0
Fiat,500 Sport,2015,47800.0,Gasoline,101.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,11500.0,101.0,1.4,4.0
Ford,Maverick XLT,2022,52000.0,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,,Blue,Gray,,Yes,28000.0,191.0,2.5,4.0
Ford,Mustang GT,2006,16000.0,Gasoline,300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,,Yes,22000.0,300.0,4.6,8.0
Jeep,Wrangler Sport,2023,7102.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Bright White Clearcoat,Black,,Yes,40995.0,,2.0,
Jeep,Grand Cherokee Limited,2015,157000.0,E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,Automatic,White,Black,,Yes,17000.0,290.0,3.6,6.0
Ford,Mustang Mach-E GT,2023,9095.0,,480.0HP Electric Motor Electric Fuel System,Automatic,Orange,Gray,,Yes,59000.0,480.0,,
Jeep,Compass Sport,2010,179700.0,Gasoline,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,4500.0,172.0,2.4,4.0
Lexus,LS 430 Base,2006,170000.0,Gasoline,278.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,,Yes,7500.0,278.0,4.3,8.0
Rolls-Royce,Cullinan,2022,3420.0,Gasoline,6.7L V12 48V GDI DOHC Twin Turbo,Automatic,Red,Black,,Yes,399950.0,,6.7,12.0
Ford,F-250 King Ranch,2021,93400.0,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Automatic,Red,Brown,,,69995.0,475.0,6.7,8.0
Bmw,X5 xDrive50i,2011,110000.0,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Dual Clutch,White,Blue,At least 1 accident or damage reported,Yes,12000.0,400.0,4.4,8.0
Porsche,911 Carrera,2016,22500.0,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Beige,,Yes,78000.0,350.0,3.4,6.0
Ford,Focus ST Base,2013,20800.0,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Yellow,Gray,,Yes,19795.0,252.0,2.0,4.0
Lexus,ES 300h Base,2018,100868.0,Hybrid,200.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,,White,Beige,At least 1 accident or damage reported,Yes,23400.0,200.0,2.5,4.0
Volkswagen,CC Sport,2012,131986.0,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,White,Black,At least 1 accident or damage reported,Yes,9000.0,200.0,2.0,4.0
Volkswagen,Golf SportWagen TSI S 4-Door,2016,127770.0,Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Manual,White,Beige,,Yes,13800.0,170.0,1.8,4.0
Porsche,911 Carrera S,2013,56985.0,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,,Yes,65900.0,400.0,3.8,6.0
Toyota,Prius Plug-in Base,2014,106000.0,Plug-In Hybrid,134.0HP 1.8L 4 Cylinder Engine Plug-In Electric/Gas,Automatic,Green,Beige,At least 1 accident or damage reported,Yes,11800.0,134.0,1.8,4.0
Ford,F-250 XLT,2019,92671.0,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,50000.0,450.0,6.7,8.0
Mercedes-Benz,S-Class S 560 4MATIC,2019,49500.0,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,,Yes,55900.0,463.0,4.0,8.0
Porsche,911 Carrera,2020,16741.0,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Green,Black,,Yes,112500.0,379.0,3.0,6.0
Ford,Mustang GT,2011,133504.0,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Manual,Black,Black,,Yes,23500.0,412.0,5.0,8.0
Cadillac,CTS 2.0L Turbo Luxury,2019,20296.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Red Obsession,Very Light Cashmere,,,30599.0,,2.0,
Volkswagen,Jetta 1.4T R-Line,2019,55234.0,Gasoline,1.4L I4 16V GDI DOHC Turbo,Automatic,Platinum Gray Metallic,Black / Gray,,,19290.0,,1.4,
Jeep,Wrangler X,2005,162482.0,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Orange,Gray,,Yes,11000.0,190.0,4.0,6.0
Lincoln,LS V8,2002,42000.0,Gasoline,252.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,11000.0,252.0,3.9,8.0
Ford,F-150 Lightning LARIAT,2022,470.0,,563.0HP Electric Motor Electric Fuel System,Automatic,White,Gray,,Yes,71900.0,563.0,,
Mercedes-Benz,C-Class C55 AMG Sport,2006,98300.0,Gasoline,362.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Dual Clutch,Black,Black,At least 1 accident or damage reported,Yes,15900.0,362.0,5.4,8.0
Audi,S6 4.0T Prestige,2013,53900.0,Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,,,27450.0,420.0,4.0,8.0
Bmw,335 i xDrive,2013,82849.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,,Yes,19999.0,300.0,3.0,6.0
Porsche,911 Carrera 4S Cabriolet,2009,25500.0,Gasoline,385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Black,Black,,Yes,79995.0,385.0,3.8,6.0
Kia,Forte LXS,2020,53452.0,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,16995.0,147.0,2.0,4.0
Chevrolet,Corvette Base,2004,40011.0,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,,Yes,23500.0,350.0,5.7,8.0
Hyundai,Santa Fe Sport 2.0L Turbo,2018,45800.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,20900.0,240.0,2.0,4.0
Ram,1500 Laramie,2022,15741.0,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Flame Red Clearcoat,Black,,,45999.0,,5.7,8.0
Kia,Sorento SX Prestige,2023,11100.0,Gasoline,281.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Dual Clutch,White,Black,,Yes,40200.0,281.0,2.5,4.0
Ford,F-250 XL,2020,36000.0,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Automatic,White,Gray,,Yes,44000.0,385.0,6.2,8.0
